arrival_date;arrival_date_calc;cargo_list;master_name;master_role;publication_day;raw_text;ship_flag;ship_name;ship_type;source_file;travel_departure_port
Día 7:;;;;;;De Cayo Hueso, en 7 horas, vapor americano;americano;;vapor;1903_07_04;Cayo Hueso
;;N/A: ;Dillon;cap.;;Martinique, cap. Dillon, tons. 996, con car-;;;;1903_07_04;Martinique
Día 4:;;N/A:  | N/A:  | N/A: ;Robertson;cp.;;De New York, en 3½ días, vp. am. Havana, cp. Robertson, ton. 5667, con carga general y 60 pasajeros y Zaldo y Cp.;am.;Havana;vp.;1903_07_05;New York
Día 4:;;N/A:  | N/A: ;Irvine;cap.;;De Tampico, en 3½ días, vp. am. Séneca, capitán Irvine, ton. 2729, con carga general y 5 pasajeros, Zaldo y Cp.;am.;Séneca;vp.;1903_07_05;Tampico
Día 1:;;N/A:  | N/A: ;123;ton.;;De Cayo Hueso, en 1 día, gol. am. Louisa Hastings, ton. 123, con ganado & Lykes y Hno.;am.;Louisa Hastings;gol.;1903_07_05;Cayo Hueso
Día 3:;;N/A:  | N/A: ;Pedersen;cp.;;De Mobila, en 2½ días, vp. ngo. Uto, cp. Pedersen, ton. 1405, con carga general y 4 pasajeros & L. V. Placé.;;ngo. Uto;vp.;1903_07_05;Mobila
Día 17:;;N/A:  | N/A: ;Norbury;cp.;;De Fijadelffa, en 17 días, gol. am. Rob Roy, cp. Norbury, ton. 755, con petróleo & Luis V. Placé.;am.;Rob Roy;gol.;1903_07_05;Fijadelffa
Día 3½:;;N/A:  | N/A: ;Robertson;cp.;;De New York, en 3½ días, vp. am. Havana, cp. Robertson, ton. 5667, con carga general y 60 pasajeros a Zaldo y Cp.;am.;Havana;vp.;1903_07_06;New York
Día 4:;;N/A:  | N/A: ;Irvine;cap.;;De Tampico, en 3½ días, vp. am. Séneca, capitán Irvine, ton. 2729, con carga general y 5 pasajeros a Zaldo y Cp.;am.;Séneca;vp.;1903_07_06;Tampico
Día 1:;;N/A:  | N/A: ;123;ton.;;De Cayo Hueso, en 1 día, gol. am. Louisa Hastings, ton. 123, con ganado & Lyles y Hno.;am.;Louisa Hastings;gol.;1903_07_06;Cayo Hueso
Día 2½:;;N/A:  | N/A: ;ton. 1405;cap.;;De Mobila, en 2½ días, vp. ngo. cp. Petersen, ton. 1405, con carga general y 4 pasajeros a L. V. Placé.;;ngo. cp. Petersen;vp.;1903_07_06;Mobila
Día 2:;;N/A:  | N/A: ;Hopper;cp.;;De Nueva Orleáns, en 2 días, vp. am. Louisiana, cp. Hopper, ton. 2319, con carga general y 6 pasajeros a Galban y Cp.;am.;Louisiana;vp.;1903_07_07;Nueva Orleáns
Día 1:;;N/A: ;;cap.;;De Nuevitas, en 23 horas, vp. alem. Coblenz, ton. 3169, con carga de tránsito á L. y Tillmann.;alem.;Coblenz;vp.;1903_07_07;Nuevitas
Día 7:;;N/A:  | N/A: ;White;cp.;;De Cayo Hueso, en 7 horas, vp. am. Miami, cp. White, ton. 1741, con carga general y 7 pasajeros á G. Lawton Childs y Cp.;am.;Miami;vp.;1903_07_07;Cayo Hueso
Día 4:;;N/A:  | N/A: ;Knight;cp.;;De Veracruz y escalas, en 4 días, vp. am. Vigilancia, cp. Knight, ton. 410, con carga general y 82 pasajeros á Zaido & Cp.;am.;Vigilancia;vp.;1903_07_07;Veracruz
Día 7:;;N/A:  | N/A:  | N/A:  | N/A: ;Allen;cp.;;De Cayo Hueso, en 7 horas, s vp. am. Mascotte, cp. Allen, ton. 884, con carga general y 17 pasajeros & G. Lawton Childs y Cp.;am.;Mascotte;vp.;1903_07_07;Cayo Hueso
Día 6:;;N/A:  | N/A:  | N/A: ;Tretwurtel;cp.;;De New York, en 6 días, vp. alm. Margaretha, cp. Tretwurtel, ton. 2115, en lastre á Región Tráfico y Cp.;;alm. Margaretha;vp.;1903_07_07;New York
Día 9:;;N/A:  | N/A: ;Stevens;cp.;;De New York, en 8½ días, vp. am. México, cp. Stevens, ton. 5667, con carga general y pasajeros á Zaldo & Cp.;am.;México;vp.;1903_07_07;New York
Día 15:;;;;;;De Bremen y escalas en 15 días vap. alem. Ro-;alem.;Ro-;vap.;1903_07_08;Bremen
Día :;;;;;;De Cartagena, en 9½ días, vp. ing. Floridian,;ing.;Floridian;vp.;1903_07_09;Cartagena
Día 22:;;;;;;De Liverpool y escalas en 22 días vap. ing. Cau-;ing.;Cau-;vap.;1903_07_09;Liverpool
Día 17:;;;Ara-;cp.;;De Liverpool en 17 días vap. esp. Ida, cp. Ara-;esp.;Ida;vap.;1903_07_09;Liverpool
Día 28:;;;;;;De Liverpool y escalas en 28 día vap. esp. Ga-;esp.;Ga-;vap.;1903_07_09;Liverpool
Día 5:;;;;cap.;;De Tampico en 5 días vp. norg. Bergen, capi-;norg.;Bergen;vp.;1903_07_09;Tampico
Día 1:;;;capi-;cap.;;De Cayo Hueso en 1 día vp. amr. Roake, capi-;amr.;Roake;vp.;1903_07_09;Cayo Hueso
Día 7:;;;;;;De Cayo Hueso en 7 horas vp. amer. Martini-;amer.;Martini;vp.;1903_07_09;Cayo Hueso
Día 7:;;N/A:  | N/A: ;White;cap.;;"De Miami y Cayo Hueso en 7 días: vap. americano Miami, cap. White, tons. 1741, con carga y 4 pasajeros, á G. Lawton, Childs y Comp;";americano;Miami;vap.;1903_07_10;Miami y Cayo Hueso
Día 5:;;;itan;cap.;;De Tampico, en 5 dias vp. ngo. Albis, capitan;;ngo. Albis;vp.;1903_07_11;Tampico
Día 7:;;;;;;De C. Hueso, en 7 horas vp. amer. Mascotte,;amer.;Mascotte;vp.;1903_07_11;C. Hueso
Día 3½:;;;;;;De Tampico en 3½ dias vapor amer. Nifagara,;amer.;Nifagara;vapor;1903_07_12;Tampico
Día 2:;;N/A:  | N/A: ;Griff;cp.;;De Cayo Hueso, en 2 días, vap. am. Doctor Lykes, cp. Griff, ton. 89, con ganado á Lykes y Hno.;am.;Doctor Lykes;vap.;1903_07_12;Cayo Hueso
Día 4:;;;;;;De Nueva York en 3½ dias vp. am. Esperanza,;am.;Esperanza;vp.;1903_07_12;Nueva York
Día 7:;;;;;;De Cayo Hueso en 7 horas, vap. amr. Miami,;amr.;Miami;vap.;1903_07_12;Cayo Hueso
Día 3½:;;;;;;De Tampico en 3½ dias vapor amer. Nifagara,;amer.;Nifagara;vapor;1903_07_13;Tampico
Día 4:;;;;;;De Nueva York en 3½ dias vp. am. Esperanza,;am.;Esperanza;vp.;1903_07_13;Nueva York
Día 7:;;;;;;De Cayo Hueso en 7 horas, vap. amr. Miami,;amr.;Miami;vap.;1903_07_13;Cayo Hueso
Día 2:;;N/A:  | N/A:  | N/A: ;Hoppner;cp.;;De Nueva Orleans, en 2 dias, vp. am. Louisiana, cp. Hoppner, ton. 2849, con carga general y 41 pasajeros, ton. Galban, y Cp.;am.;Louisiana;vp.;1903_07_14;Nueva Orleans
Día 7:;;N/A:  | N/A: ;Allen;cp.;;De Tampa y C. Hueso, en 7 horas vp. americano Mascotte, cp. Allen, tnd.s. 884 con carga, correspondiente, y 30 pasajeros, á G. Lawton, Childs y Comp.;americano;Mascotte;vp.;1903_07_14;Tampa y C. Hueso
Día 2:;;N/A:  | N/A: ;Sperling;cap.;;De Mobile, en 2 dias, vp. am. Lanembuy, cap. Sperling, ton. 2156, con carga general y 5 pasajeros, a L. V. Placé.;am.;Lanembuy;vp.;1903_07_14;Mobile
Día 1:;;N/A:  | N/A: ;Hausen;cp.;;De Cayo Hueso, en 1 día, vp. americano Roanoke, cp. Hausen, tnd.s. 546, con ganado á Lykes y Hno.;americano;Roanoke;vp.;1903_07_14;Cayo Hueso
Día 4:;;N/A:  | N/A: ;Thouson;cp.;;De Veracruz y Progreso, en 4 días vp. americano Monterey, cp. Thouson, tnd.s. 4.702, con carga general y 32 pasajeros, á Zaldo y Comp.;americano;Monterey;vp.;1903_07_14;Veracruz y Progreso
Día 2:;;;;;;De Veracruz, en 2 dias, vp. francés La Nor-;francés;La Nor-;vp.;1903_07_15;Veracruz
Día 18:;;;;;;De Hamburgo y esc. en 18 dias, vp. alm. Prinz;;Prinz;vp.;1903_07_15;Hamburgo
Día 7:;;;;;;De Matanzas, en 7 horas, vp. cub. Olinda, ca-;cub.;Olinda;vp.;1903_07_16;Matanzas
Día 7:;;;;;;De Cayo Hueso, en 7 horas, vp. am. Martini-;am.;Martini;vp.;1903_07_16;Cayo Hueso
Día 28:;;;;;;De Buenos Aires y escalas en 28 días vp. inglés;inglés;;vp.;1903_07_17;Buenos Aires
;;N/A: ;Cantell;cap.;;Etona, cap. Cantell, tons. 2494 con carga-;;Etona;;1903_07_17;
Día 3:;;;;cap.;;De Cartagena en 3 días, vp. norg. Fri, capitán;norg.;Fri;vp.;1903_07_17;Cartagena
;;;;;;De Génova, Barcelona, Cádiz y Nueva York,;;;;1903_07_17;Génova, Barcelona, Cádiz y Nueva York
;;N/A: ;Garriga;cap.;;cap. Garriga, tons. 4087, con carga general,;;;;1903_07_17;
Día 5:;;;;;;De Nueva York en 5 días, vap. cubano Curio-;cubano;Curio;vap.;1903_07_17;Nueva York
Día 7:;;;;;;De Miami y C. Hueso en 7 horas vap. am. Mia-;am.;Mia-;vap.;1903_07_17;Miami y C. Hueso
;;;White;cap.;;mi, cap. White, tons. 1741, con corresponden-;;;;1903_07_17;
Día 11½:;;;;;;De Moblla, en 11½ dias, gol. am. M. A. Achon;am.;M. A. Achon;gol.;1903_07_18;Moblla
Día 5½:;;N/A: ;Luzaríaga;cp.;;De Nueva York, en 5½ días, vp. esp. Saturnina, cp. Luzaríaga, ton. 2666, con carga general a M. Marimón, Varela y Cp.;esp.;Saturnina;vp.;1903_07_18;Nueva York
Día 1:;;;;cap.;;De Caibarien, en 1 dia, vp. ngo. Hydra, capitán;;ngo. Hydra;vp.;1903_07_18;Caibarien
Día 7:;;N/A:  | N/A: ;Alten;cp.;;De Cayo Hueso, en 7 horas, vp. am. Mascotte, cp. Alten, ton. 520, con carga general y un pasajero a G. Lawton Childs y Cp.;am.;Mascotte;vp.;1903_07_18;Cayo Hueso
Día 5:;;N/A:  | N/A: ;Griffiths;cp.;;De Cartagena, en 5 días, vp. ing. Barbadian, cp. Griffiths, ton. 4601, con carga general y 1 pasajero a D. Martínez y Cp.;ing.;Barbadian;vp.;1903_07_18;Cartagena
Día 1:;;N/A:  | N/A: ;Hansen;cp.;;De Cayo Hueso, en 1 día, vp. am. Roanoke, cp. Hansen, ton. 546, con ganado a Lykes y Hno.;am.;Roanoke;vp.;1903_07_18;Cayo Hueso
Día 1:;;N/A: ;Sena;op.;;De Cayo Hueso, en 1 día, gol. ing. Royalist, op. Sena, ton. 110, con ganado a Lykes y Hno.;ing.;Royalist;gol.;1903_07_18;Cayo Hueso
Día 7:;;;;;;De Mobila en 7 días gta. amr. Freddie Henken,;amr.;Freddie Henken;gta.;1903_07_19;Mobila
;;N/A: ;Bryant;cap.;;cap. Bryant, trip. 7, tons. 509, con maderas;;;;1903_07_19;
Día 3:;;;;;;De Tampico en 3 días vap. amer. City of Wash-;amer.;City of Wash;vap.;1903_07_19;Tampico
Día 4½:;;;;cap.;;De Tampico en 4½ días vap. norg. Nord, capi-;norg.;Nord;vap.;1903_07_19;Tampico
;;;J. Di-;cap.;;De Newport vap. ing. Laurelwoild, cap. J. Di-;ing.;Laurelwoild;vap.;1903_07_19;Newport
Día 7:;;;;;;De Miami y Cayo Hueso, en 7 horas, vp. ame-;;;vp.;1903_07_19;Miami y Cayo Hueso
Día 7:;;N/A: ;Bryant;cap.;;De Mobila en 7 días gta. amr. Freddie Henken, cap. Bryant, trip. 7, tons. 509, con maderas a Planíol y Cajiga.;amr.;Freddie Henken;gta.;1903_07_20;Mobila
Día 3:;;N/A:  | N/A: ;M. Calvo;cap.;;Veracruz en 3 días vap. esp. Alfonso XIII, tripulación 126, tons. 5124, con carga general y 105 pasajeros, & M. Calvo.;esp.;Alfonso XIII;vap.;1903_07_20;Veracruz
Día 3:;;N/A:  | N/A: ;Jones;cap.;;De Tampico en 3 días vap. amer. City of Washington, cap. Jones, trip. 57, tns. 2,683, con carga general y 1 pasajero, & Zaldo y Cª.;amer.;City of Washington;vap.;1903_07_20;Tampico
Día 4½:;;N/A:  | N/A: ;Jacobsen;cap.;;De Tampico en 4½ días vap. norg. Nord, capitán Jacobsen, trip. 18, con ganado & Silveira y Cª.;norg.;Nord;vap.;1903_07_20;Tampico
Día 23:;;N/A:  | N/A: ;J. Dixon;cap.;;De Newport vap. ing. Laurelwoild, cap. J. Dixon, trip. 23, tons. 2485, con carbon, á Marcos y Hno.;ing.;Laurelwoild;vap.;1903_07_20;Newport
Día 7:;;N/A:  | N/A: ;White;cp.;;De Miami y Cayo Hueso, en 7 horas, vp. americano Miami, cp. White, ton. 1741, con la correspondencia y pasajeros, á G. Lawton Childs y Cp.;americano;Miami;vp.;1903_07_20;Miami y Cayo Hueso
Día 30:;;N/A:  | N/A: ;Mas;cp.;;De Barcelona y escalas, en 30 días, vp. esp. Miguel Gallart, cp. Mas, ton. 3260, con carga general y 73 pasajeros á C. Blanch y Cp.;esp.;Miguel Gallart;vp.;1903_07_21;Barcelona
Día 4:;;;;cap.;;De Tampico, en 4 días, vp. ngo. Bergen, capi-;;ngo. Bergen;vp.;1903_07_21;Tampico
Día 7:;;;;;;De Cayo Hueso, en 7 horas, vp. am. Mascotte,;am.;Mascotte;vp.;1903_07_21;Cayo Hueso
Día 4:;;N/A:  | N/A: ;Kinhth;cp.;;De Nueva York, ee 4 días, vp. am. Vigilancia, cp. Kinhth, ton. 4115, con carga general y 28 pasajeros á Zaldo y Cp.;am.;Vigilancia;vp.;1903_07_21;Nueva York
Día 3:;;;;;;De Mobila, en 2½ días, vp. cub. Lanenburg,;cub.;Lanenburg;vp.;1903_07_21;Mobila
Día 27:;;;;;;De Hamburg, en 27 días, vp. alm. Marcom-;;alm. Marcom;vp.;1903_07_21;Hamburg
Día 3½:;;;;cp.;;De Veracruz, en 3½ días, vp. am. Havaua, cp.;am.;Havaua;vp.;1903_07_21;Veracruz
Día 5:;;;;cap.;;De Tampa, en 5 días, berg. ing. Peerles, capi-;ing.;Peerles;berg.;1903_07_22;Tampa
Día 1:;;N/A:  | N/A: ;Hansen;op.;;De Cayo Hueso, en 1 dia, vp. am. Roanoke, op. Hansen, ton. 546, con ganado á Lykes y Hnos.;am.;Roanoke;vp.;1903_07_22;Cayo Hueso
Día 4:;;N/A:  | N/A: ;Stevens;cp.;;De Nueva York, en 3½ dias, vp. am. México, cp. Stevens, ton. 5667, con carga general y 6 pasajeros á Zaldo y Cp.;am.;México;vp.;1903_07_22;Nueva York
Día 22:;;N/A: ;Berry;cp.;;De Amapolís, en 22 dias, gol. ing. Margaret May Riley, cp. Berry, ton. 267, con madera á la orden.;ing.;Margaret May Riley;gol.;1903_07_22;Amapolís
Día 22:;;;;;;De Glasgow y Liverpool, en 22 días, vp. inglés;inglés;;vp.;1903_07_23;Glasgow y Liverpool
Día 8:;;;;;;De Cartagena, en 8 días, vp. ing. Dictator, ca-;ing.;Dictator;vp.;1903_07_23;Cartagena
Día 7:;;;;;;De Cayo Hueso, en 7 horas, vp. am. Martini-;am.;Martini;vp.;1903_07_23;Cayo Hueso
Día 7:;;;;;;De Cayo Hueso, en 7 horas, vap. amer. Miami,;amer.;Miami;vap.;1903_07_24;Cayo Hueso
Día 7:;;N/A:  | N/A:  | N/A:  | N/A: ;Allen;cp.;;De Cayo Hueso en 7 horas.vp. americano Mascotte, cp. Allen, ton. 884, con carga general y 20 pasajeros, 4 G. Lawton, Childs y Comp.;americano;Mascotte;vp.;1903_07_25;Cayo Hueso
;;N/A: ;Vázquez;cp.;;berg. esp. Juznita, cp. Vázquez, tons. 98,;esp.;Juznita;berg.;1903_07_27;
Día 4:;;;;;;De Nueva York en 4 días, vp. amr. Monterey,;amr.;Monterey;vp.;1903_07_27;Nueva York
;;N/A: ;Smith;cap.;;cap. Smith, tons. 4,702, con carga general;;;;1903_07_27;
Día 4:;;;;cap.;;De Tampico en 4 días vap. am. Santiago, capi-;am.;Santiago;vap.;1903_07_27;Tampico
Día 7:;;;;;;De Filadelfia en 7 días vp. alem. Margaretta,;alem.;Margaretta;vp.;1903_07_27;Filadelfia
Día 1:;;;;;;De Cayo Hueso en 1 día, vp. amr. Roomoke,;amr.;Roomoke;vp.;1903_07_27;Cayo Hueso
Día 1:;;;;;;De Cayo Hueso en 1 día gol. amr. Royalist, ca-;amr.;Royalist;gol.;1903_07_27;Cayo Hueso
Día 7:;;;;;;De Miami y C. Hueso en 7 horas vp. am. Mia-;am.;Mia-;vp.;1903_07_27;Miami y C. Hueso
Día 2:;;;;;;De Nueva Orleans en 2 días vap. amr. Louisia-;amr.;Louisia;vap.;1903_07_27;Nueva Orleans
Día 2½:;;N/A: ;Jaureguizar;cp.;;De Nueva Orleans, en 2½ días, vp. esp. Catalina, cp. Jaureguizar, con carga de tráusito á Marcos, Hno. y Cp.;esp.;Catalina;vp.;1903_07_28;Nueva Orleans
Día 2½:;;;;;;De Mobila, en 2½ días, vp. cub. Lanemburg,;cub.;Lanemburg;vp.;1903_07_28;Mobila
Día 7:;;;;;;De Cayo Hueso, en 7 horas, vp. am. Mascotte,;am.;Mascotte;vp.;1903_07_28;Cayo Hueso
Día 12:;;N/A:  | N/A: ;Gunderson;cap.;;De Pascagoula, en 12 días, gol. am. Olga, capitán Gunderson, ton. 308, con madera á R. P. Santa María.;am.;Olga;gol.;1903_07_28;Pascagoula
Día 3½:;;;;;;De Veracruz, en 3½ días, vp. am. Esperanza,;am.;Esperanza;vp.;1903_07_28;Veracruz
Día 19:;;N/A: ;O'Hara;cp.;;De Brunswick, en 19 días, gol. Ing. Brooklyd, cp. O'Hara, ton. 278, con madera á R. P. Santa María.;Ing.;Brooklyd;gol.;1903_07_28;Brunswick
Día 3½:;;N/A:  | N/A: ;Downs;cp.;;"De N. York, en 3½ días vp. amer. Morro Castle, cp. Downs, tnds. 6004 con carga general y 42 pasajeros;";amer.;Morro Castle;vp.;1903_07_29;N. York
Día 2:;;N/A:  | N/A:  | N/A: ;Garriga;cp.;;De Veracruz, en 2 días vp. español Montserrat, cp. Garriga, tnds. 4075 con carga general y 21 pasajeros y 4 M. Calvo.;español;Montserrat;vp.;1903_07_29;Veracruz
Día 2:;;N/A:  | N/A: ;Nelson;cp.;;De N. Orleans, en 2 días vp. americano Aransas, cp. Nelson, tnds. 1156, con carga general y 2 pasajeros, a Galbán y Comp.;americano;Aransas;vp.;1903_07_29;N. Orleans
Día 9:;;N/A: ;Ross;cap.;;De Filadelfia en 9 días berg. ing. Falcón, capitán Ross, tons. 2.110, con carbón, a la orden.;ing.;Falcón;berg.;1903_07_30;Filadelfia
Día 4½:;;N/A:  | N/A:  | N/A: ;Jacobos;cap.;;De Tampico en 4½ días vap. norg. Nord, capitán Jacobos, tons. 1.161, con ganado, & Silveira y C.;norg.;Nord;vap.;1903_07_30;Tampico
Día 7:;;N/A:  | N/A: ;Dillon;cp.;;De Cayo Hueso, en 7 horas, vp. amr. Martínez, cp. Dillon, ton. 986, con carga general y 10 pasajeros a G. Lawton Childs y Cp.;amr.;Martínez;vp.;1903_07_30;Cayo Hueso
Día 5:;;;;ca-;;De Tueva York, en 5 dias, vp. cub. Olinda, ca-;cub.;Olinda;vp.;1903_07_31;Tueva York
Día 2:;;N/A: ;Tompson;cap.;;De Cayo Hueso, en 2 días vap. amer. Juanita, cap. Tompson, tons. 482, con ganado, á Lykes y Hno.;amer.;Juanita;vap.;1903_07_31;Cayo Hueso
Día 2:;;N/A: ;Griffin;cap.;;De Cayo Hueso en 2 días gol. amr. Doctor Lykes, cap. Griffin, tons. 89, con ganado, á Lykes y Hno.;amr.;Doctor Lykes;gol.;1903_07_31;Cayo Hueso
Día 7:;;N/A:  | N/A: ;White;cp.;;De Miami y Cayo Hueso, en 7 horas, vp. amr. Miami, cp. White, ton. 1741, con la correspondencia y 15 pasajeros, á G. Lawton Childs y Cp.;amr.;Miami;vp.;1903_07_31;Miami y Cayo Hueso
Día 4½:;;;;ca-;;De Tampico, en 4½ días, vp. ngo. Bergen, ca-;ngo.;Bergen;vp.;1903_08_01;Tampico
Día 7:;;;;;;De Cayo Hueso, en 7 horas, vp. am. Mascotte,;am.;Mascotte;vp.;1903_08_01;Cayo Hueso
Día 1:;;;;;;De Sabine Pass, en 1 día, vp. am. Roanoke,;am.;Roanoke;vp.;1903_08_01;Sabine Pass
Día 9:;;;;;;De Sabine Pass, en 9 días, vp. am. Hogguis,;am.;Hogguis;vp.;1903_08_01;Sabine Pass
Día 9:;;;;;;De Sabine Pass, en 9 días, lanchón am. Gucher;am.;Gucher;lanchón;1903_08_01;Sabine Pass
Día 23:;;;;;;De Génova y esc, en 23 días, vp. esp. Manuel;esp.;Manuel;vp.;1903_08_02;Génova
Día 12:;;N/A:  | N/A: ;Smith;cp.;;De Matanzas, en 12 horas, vp. cub. Paloma, cp. Smith, ton. 2196, en lastre á L. V. Placé.;cub.;Paloma;vp.;1903_08_03;Matanzas
Día 16:;;N/A:  | N/A: ;Quevedo;cp.;;De Bilbao y escalas, en 16 días, vp. esc. Ciudad de Cádiz, cp. Quevedo, con carga general y 136 pasajeros á M. Calvo.;esc.;Ciudad de Cádiz;vp.;1903_08_03;Bilbao
Día 5:;;N/A: ;Dagle;cp.;;De Cartagena, en 5 días, vp. ngo. Fri, cp. Dagle, ton. 1370, con ganado á L. V. Placé.;;ngo. Fri;vp.;1903_08_03;Cartagena
Día 12:;;N/A:  | N/A: ;Perdigeon;cp.;;De Saint Nazaire y escalas, en 12 días, vapor francés La Navarre, cp. Perdigeon, toneladas 6950, con carga general y 171 pasajeros á Briant Montros y Cp.;francés;La Navarre;vapor;1903_08_03;Saint Nazaire
Día 4:;;;;;;De Nueva York, en 4 días, vp. am. Orizaba,;am.;Orizaba;vp.;1903_08_04;Nueva York
;;;Sal-;cp.;;De Londres y escalas, vp. esp. Oleta, cp. Sal-;esp.;Oleta;vp.;1903_08_04;Londres
;;;;cap.;;De Pnerto Rico y escalas, vp. cub. Julia, capi-;cub.;Julia;vp.;1903_08_04;Pnerto Rico
Día 2:;;N/A:  | N/A: ;Hopner;cp.;;De N. Orleans, en 2 dias vp. americano Loisiana, cp. Hopner, tnds. 2849, con carga general y 31 pasajeros, á Galban y Comp.;americano;Loisiana;vp.;1903_08_05;N. Orleans
Día 6:;;N/A: ;Hunt;cap.;;De Baltimore, en 6 días vp. ing. Menantie, capitán Hunt, ton. 1934, en lastre, á Brida, Montrós Comp.;ing.;Menantie;vp.;1903_08_05;Baltimore
Día 3:;;N/A:  | N/A: ;Will;cp.;;De Veracruz, en 3 dias, vp. alem. Prinz Adalbert, cp. Will, ton. 6030, con carga de tránsito y 10 pasajeros á E. Heilbut.;alem.;Prinz Adalbert;vp.;1903_08_05;Veracruz
Día 3½:;;N/A:  | N/A: ;Knight;cp.;;De Veracruz y escalas en 3½ días, vp. americano Vigilancia, cp. Knight, tnd. 4115 con carga general y 81 pasajeros. Zeido y C.;americano;Vigilancia;vp.;1903_08_05;Veracruz
Día 6½:;;N/A: ;Webber;cp.;;De Filadelfia, en 6½ dias, vp. ing. Straits of Dover, cp. Webber, ton. 2331, con carbón á L. V. Placé.;ing.;Straits of Dover;vp.;1903_08_05;Filadelfia
Día 7:;;N/A:  | N/A: ;Allen;cp.;;De Tampa y Cayo Hueso, en 7 horas, vp. americano Mascotte, cp. Allen, ton. 884, con carga general y 32 pasajeros, á G. Lawton Childs y Cp.;americano;Mascotte;vp.;1903_08_05;Tampa y Cayo Hueso
Día 3½:;;N/A:  | N/A: ;Miller;cp.;;De Tampico, en 3½ días vp. americano Matanzas, cp. Miller, tnd. 3094, con carga general y pasajeros. Zaldo y Comp.;americano;Matanzas;vp.;1903_08_05;Tampico
Día 25:;;N/A:  | N/A: ;Egurola;cp.;;De Liverpool y escalas, en 25 dias, vp. esp. Santanderino, cp. Egurola, ton. 3082, con carga general y 60 pasajeros á H. Astorqui.;esp.;Santanderino;vp.;1903_08_05;Liverpool
Día 0:;;N/A: ;Frangsen;cp.;;De Cádiz, en 19 horas, vp. ngo. Nedenes, cp. Frangsen, ton. 1533, en lastre á Luis V. Placé.;;Nedenes;vp.;1903_08_05;Cádiz
Día 15:;;N/A: ;Davies;cp.;;De Filadelfia, en 15 días gta. americano Bend-lenten Sister, cp. Davies, tnd. 999 con pe- tróleo crudo á West India, Oil R. Comp.;americano;Bend-lenten Sister;gta.;1903_08_05;Filadelfia
Día 5:;;N/A:  | N/A: ;Robertson;cap.;;De Nueva Yor, en 5 dias, vp. am. Havana, capitán Robertson, ton. 5687, con carga general y 45 pasajeros á Zaldo y Cp.;am.;Havana;vp.;1903_08_05;Nueva Yor
Día 13:;;;;;;De Pasacoula, en 13 días, gol. am. Asa F.;am.;Asa F.;gol.;1903_08_06;Pasacoula
Día 6:;;N/A: ;Sevendelten;cap.;;De Filadelfia, en 6 días, vp. ngo. Horda, capitán Sevendelten, ton. 2830, con carbón á L. V. Place.;;Horda;vp.;1903_08_06;Filadelfia
Día 33:;;N/A:  | N/A: ;Giberman;ep.;;De Barcelona y esc. en 33 días vp. esp. 'Conde Wifredo, ep. Giberman, ton. 3773, con carga general y 49 pasajeros, Marcos y Hno.;esp.;Conde Wifredo;vp.;1903_08_06;Barcelona
Día 7:;;N/A:  | N/A:  | N/A: ;Dillon;ep.;;De Cayo Hueso, en 7 horas, vp. am. Martínez, ep. Dillon, ton. 996, con carga, correspondencia y 11 pasajeros á G. Lawton Childs y Cp.;am.;Martínez;vp.;1903_08_06;Cayo Hueso
Día 5:;;;;cap.;;De Mobila, en 5 dias vp. noruego Hiso, capitán;noruego;Hiso;vp.;1903_08_07;Mobila
Día 12:;;;;;;De Cartagena en 12 días vap. ing. Yucatán, ca-;ing.;Yucatán;vap.;1903_08_07;Cartagena
Día 7:;;;;;;De Cayo Hueso, en 7 horas vp. americano;americano;;vp.;1903_08_07;Cayo Hueso
Día 9:;;;;;;De Mobile en 9 días berg. ing. Glenafton, ca-;ing.;Glenafton;berg.;1903_08_07;Mobile
Día 3:;;;;;;De Southe Harbor en 3 días gt. am. Lavi-;am.;Lavi-;gt.;1903_08_07;Southe Harbor
Día 7:;;;;;;De Tampa y Cayo Hueso, en 7 horas, vap. am.;am.;;vap.;1903_08_08;Tampa y Cayo Hueso
Día 7:;;;;;;De Tampu y Cayo Hueso, en 7 horas, vap. am.;am.;;vap.;1903_08_09;Tampu y Cayo Hueso
Día 4:;;;;;;De Nueva York en 4 dias vapor amer. City of;amer.;City of;vapor;1903_08_11;Nueva York
Día 18:;;N/A: ;Luzarraga;cap.;;De Liverpool en 18 días vap. esp. Gracia, capitán Luzarraga, tons. 2975, con carga general á J. Balcells y Cp.;esp.;Gracia;vap.;1903_08_11;Liverpool
Día 7:;;;;;;De Cayo Hueso, en 7 horas, vp. am. Mascotte,;am.;Mascotte;vp.;1903_08_11;Cayo Hueso
;;N/A: ;Randerman;cp.;;De Caibarion, vp. alm. Roland, cp. Randerman, ton. 3602, con carga de tránsito á Schawb y Tillman.;;alm. Roland;vp.;1903_08_11;Caibarion
Día 2:;;;;;;De N. Orleans en 2 dias vp. am. Louisiana, ca-;am.;Louisiana;vp.;1903_08_11;N. Orleans
Día 10:;;;;;;De Pasacagoula en 10 dias gta. amer. Break of;amer.;Break of;gta.;1903_08_11;Pasacagoula
Día 3:;;N/A:  | N/A: ;Thompson;cp.;;De Cayo Hueso, en 2½ días, vp. am. Fanita, cp. Thompson, ton. 452, con ganado á Lykes y Hno.;am.;Fanita;vp.;1903_08_11;Cayo Hueso
;;N/A: ;Bodden;cap.;;Day cap. Bodden, tons. 127, con madera,;;;;1903_08_11;
